G,PTS,TRB,AST,PER,WS,Name,AS,AllDefensive,AllNBA,AllRookie,FG,FG3,FT,NBAChamp,eFG,MVP,ROY,ASMVP,FinalsMVP,ScoringChamp,DefPOY,STLChamp,MostImproved,ASTChamp,BLKChamp,TRBChamp,SixthMan,Target
1073.0,14.1,2.8,2.5,15.5,75.2,Byron Scott,0.0,0.0,0.0,1.0,48.2,37.0,83.3,3.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
314.0,6.6,1.3,2.3,13.0,7.4,Brian Roberts,0.0,0.0,0.0,0.0,41.1,35.6,90.8,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
37.0,1.9,1.6,0.3,11.7,0.4,Harold Jamison,0.0,0.0,0.0,0.0,46.0,0.0,42.4,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
41.0,2.9,0.9,0.6,7.9,0.2,Kim English,0.0,0.0,0.0,0.0,37.5,28.0,72.4,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
305.0,9.7,4.6,1.3,14.2,8.6,Greg Kelser,0.0,0.0,0.0,0.0,48.6,16.7,68.6,0.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
101.0,5.3,3.2,0.8,15.5,3.2,Tony Farmer,0.0,0.0,0.0,0.0,39.5,18.9,77.0,0.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
3.0,0.0,0.0,0.7,-6.8,-0.1,Dexter Shouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
33.0,1.1,0.8,0.1,7.0,0.1,Todd Mundt,0.0,0.0,0.0,0.0,39.0,0.0,62.5,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
20.0,3.0,0.5,0.5,14.4,0.1,Dell Demps,0.0,0.0,0.0,0.0,50.0,33.3,76.2,0.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
155.0,1.6,1.5,0.1,9.1,0.5,Chuck Nevitt,0.0,0.0,0.0,0.0,43.8,0.0,58.9,1.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
481.0,6.8,4.0,0.9,12.4,14.6,Tim Perry,0.0,0.0,0.0,0.0,48.5,31.8,64.8,0.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
51.0,3.3,1.9,0.2,10.5,0.9,Wayne Simien,0.0,0.0,0.0,0.0,46.9,0.0,85.4,1.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
7.0,1.1,1.6,0.0,10.8,0.0,Cedric Ball,0.0,0.0,0.0,0.0,37.5,0.0,100.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
67.0,6.7,1.4,2.2,12.0,0.5,John Douglas,0.0,0.0,0.0,0.0,46.1,31.1,66.3,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
594.0,15.7,4.6,4.8,17.1,28.4,Tyreke Evans,0.0,0.0,0.0,1.0,44.0,32.3,75.7,0.0,47.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
269.0,3.8,1.1,3.3,8.1,-1.2,Bobby Hurley,0.0,0.0,0.0,0.0,35.3,27.2,76.9,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
47.0,2.9,1.1,1.5,10.9,0.8,Jorge Gutiérrez,0.0,0.0,0.0,0.0,50.0,17.6,77.8,0.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
33.0,1.9,0.9,0.3,4.7,-0.1,David Pope,0.0,0.0,0.0,0.0,35.6,50.0,52.9,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
13.0,1.3,0.1,0.1,-2.0,-0.2,Fred Vinson,0.0,0.0,0.0,0.0,25.0,23.1,66.7,0.0,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
18.0,2.9,1.1,0.8,9.0,0.0,Darius Washington,0.0,0.0,0.0,0.0,43.8,33.3,53.8,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
6.0,1.8,0.7,0.0,8.2,0.0,Peter John Ramos,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
656.0,10.4,4.6,0.8,16.0,22.6,Charlie Villanueva,0.0,0.0,0.0,1.0,43.5,34.1,77.2,0.0,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
871.0,8.9,1.7,3.6,13.4,32.1,Gerald Henderson,0.0,0.0,0.0,0.0,47.2,33.2,77.6,3.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
6.0,2.5,3.2,2.3,5.3,-0.2,Ralph Drollinger,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
127.0,3.4,1.2,1.4,8.3,0.8,Daniel Ewing,0.0,0.0,0.0,0.0,38.9,29.5,78.0,0.0,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
58.0,3.8,1.0,1.3,9.3,-0.4,Kay Felder,0.0,0.0,0.0,0.0,36.4,26.8,75.4,0.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
236.0,7.8,3.3,1.1,11.4,3.5,Tariq Abdul-Wahad,0.0,0.0,0.0,0.0,41.7,23.7,70.3,0.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
19.0,1.6,1.0,0.4,11.5,0.0,Stephen Thompson,0.0,0.0,0.0,0.0,37.8,0.0,37.5,0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
85.0,2.4,1.8,0.7,8.4,0.2,Doug Edwards,0.0,0.0,0.0,0.0,37.8,0.0,70.9,0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
45.0,2.8,2.4,0.5,10.2,0.2,Nathan Jawai,0.0,0.0,0.0,0.0,43.5,0.0,68.4,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
92.0,2.2,2.3,0.1,13.8,1.9,Bernard James,0.0,0.0,0.0,0.0,49.7,0.0,68.0,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
29.0,1.9,2.3,0.4,10.9,0.3,Marshall Plumlee,0.0,0.0,0.0,0.0,51.5,0.0,57.1,0.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
675.0,8.6,2.3,3.3,12.3,24.5,Henry Bibby,0.0,0.0,0.0,0.0,42.4,29.3,78.2,1.0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
278.0,3.5,3.0,0.3,10.8,2.8,Mark McNamara,0.0,0.0,0.0,0.0,51.2,0.0,54.8,1.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
30.0,3.9,0.5,0.8,5.2,-0.6,Vincenzo Esposito,0.0,0.0,0.0,0.0,36.0,23.2,79.5,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
656.0,3.9,2.6,0.5,8.9,5.6,Greg Foster,0.0,0.0,0.0,0.0,44.0,22.5,74.8,1.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
200.0,5.3,1.2,0.7,11.8,3.3,Von Wafer,0.0,0.0,0.0,0.0,42.0,32.5,75.1,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
31.0,2.3,1.2,0.3,11.1,0.3,Dionte Christmas,0.0,0.0,0.0,0.0,35.5,29.0,75.0,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
20.0,4.1,1.9,0.6,10.7,0.3,Alec Peters,0.0,0.0,0.0,0.0,37.8,31.0,80.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
166.0,5.2,2.6,1.5,8.9,2.6,Calvin Garrett,0.0,0.0,0.0,0.0,45.7,30.0,76.7,0.0,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
222.0,7.1,2.1,1.1,11.5,5.4,Chris Douglas-Roberts,0.0,0.0,0.0,0.0,43.9,32.9,83.1,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
68.0,3.6,3.4,0.3,11.3,1.4,Warren Kidd,0.0,0.0,0.0,0.0,59.2,0.0,54.7,0.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
342.0,7.2,3.9,0.5,13.6,10.8,Primož Brezec,0.0,0.0,0.0,0.0,49.8,16.7,70.1,0.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
827.0,9.7,2.6,2.4,12.9,30.7,Anthony Peeler,0.0,0.0,0.0,0.0,42.7,38.4,79.9,0.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
155.0,5.2,3.4,0.8,13.2,2.8,Chris Anstey,0.0,0.0,0.0,0.0,41.3,13.8,75.5,0.0,41.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
678.0,14.7,9.5,1.3,15.7,37.3,Rony Seikaly,0.0,0.0,0.0,0.0,48.4,18.8,67.9,0.0,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Role Player
151.0,9.9,2.1,2.1,11.6,1.1,A.J. English,0.0,0.0,0.0,0.0,43.5,13.8,77.8,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
567.0,7.2,4.9,1.5,11.8,17.5,Luc Longley,0.0,0.0,0.0,0.0,46.2,0.0,76.0,3.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
24.0,2.4,1.0,0.1,12.0,0.0,Trey Thompkins,0.0,0.0,0.0,0.0,39.3,30.8,71.4,0.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
435.0,10.1,5.1,2.9,14.6,19.9,John Williams,0.0,0.0,0.0,0.0,45.1,22.5,70.4,0.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
230.0,6.4,2.6,0.8,10.0,2.9,Rodney Buford,0.0,0.0,0.0,0.0,41.2,30.0,75.8,0.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
14.0,1.4,0.6,0.1,8.5,0.1,Andre Emmett,0.0,0.0,0.0,0.0,46.2,0.0,61.5,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
154.0,4.8,1.0,1.4,9.8,1.0,Raymond Townsend,0.0,0.0,0.0,0.0,41.1,17.1,70.3,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
348.0,8.2,2.4,2.1,12.3,14.7,Luther Head,0.0,0.0,0.0,1.0,42.3,38.8,77.3,0.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
953.0,6.6,6.3,1.0,12.9,36.6,Alton Lister,0.0,0.0,0.0,0.0,51.2,11.1,59.7,0.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
153.0,4.6,4.3,0.7,15.0,4.4,Jeff Adrien,0.0,0.0,0.0,0.0,47.4,0.0,62.8,0.0,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1.0,0.0,0.0,0.0,0.0,0.0,Andy Panko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
887.0,11.0,6.8,1.8,15.6,70.5,Hot Rod Williams,0.0,0.0,0.0,1.0,48.0,10.5,72.6,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
418.0,8.5,1.4,3.2,12.8,13.7,Charlie Criss,0.0,0.0,0.0,0.0,43.2,17.9,83.1,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
192.0,6.3,1.4,2.0,9.9,2.4,Terence Stansbury,0.0,0.0,0.0,0.0,44.4,22.4,77.9,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
196.0,4.4,3.5,0.5,10.9,4.6,Sam Pellom,0.0,0.0,0.0,0.0,46.4,0.0,72.4,0.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
69.0,5.0,3.0,0.4,14.6,1.4,Jackie Butler,0.0,0.0,0.0,0.0,53.9,0.0,77.5,0.0,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
10.0,4.6,2.3,1.2,10.1,0.0,Jerome Harmon,0.0,0.0,0.0,0.0,39.6,100.0,50.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
159.0,3.6,1.3,0.6,6.7,0.8,Quincy Lewis,0.0,0.0,0.0,0.0,39.7,33.3,71.0,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
25.0,3.5,1.3,0.6,7.0,0.4,Axel Toupane,0.0,0.0,0.0,0.0,38.0,31.8,76.5,0.0,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
173.0,4.8,5.2,0.6,11.9,3.9,Clifford Rozier,0.0,0.0,0.0,0.0,49.6,18.2,46.5,0.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
98.0,4.9,3.7,0.2,15.6,2.6,Marlon Maxey,0.0,0.0,0.0,0.0,54.2,0.0,68.5,0.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
3.0,1.3,1.0,0.0,0.6,0.0,Sharrod Ford,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1.0,0.0,0.0,0.0,-15.2,0.0,Jonathan Kerner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
750.0,12.9,2.0,4.5,14.3,38.5,Johnny Davis,0.0,0.0,0.0,0.0,44.8,17.6,82.1,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
7.0,2.3,1.1,0.0,0.7,-0.1,Jerome Henderson,0.0,0.0,0.0,0.0,37.5,0.0,100.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
609.0,7.0,3.2,1.1,10.0,10.7,Wesley Johnson,0.0,0.0,0.0,1.0,40.4,33.7,74.1,0.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
377.0,5.9,2.8,0.5,11.0,7.8,Joey Graham,0.0,0.0,0.0,0.0,48.3,30.0,81.5,0.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
23.0,2.6,0.9,0.7,8.1,0.0,Trey Johnson,0.0,0.0,0.0,0.0,38.5,33.3,94.7,0.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
445.0,5.1,2.0,2.8,13.0,10.0,Moochie Norris,0.0,0.0,0.0,0.0,40.1,28.6,74.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
443.0,9.1,3.0,2.0,15.0,10.5,Jerry Reynolds,0.0,0.0,0.0,0.0,41.8,22.6,74.9,0.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
87.0,6.0,1.5,0.6,12.6,0.4,Keith Edmonson,0.0,0.0,0.0,0.0,44.8,0.0,71.9,0.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
122.0,9.0,2.0,4.3,12.9,3.7,Mike Iuzzolino,0.0,0.0,0.0,0.0,45.7,40.4,79.8,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
8.0,1.0,0.9,0.6,3.3,-0.1,Dick Miller,0.0,0.0,0.0,0.0,44.4,0.0,0.0,0.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
407.0,7.9,3.0,1.2,13.0,13.9,Chase Budinger,0.0,0.0,0.0,0.0,43.0,35.2,79.7,0.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
20.0,2.0,1.3,0.3,8.2,0.0,Dyron Nix,0.0,0.0,0.0,0.0,35.9,0.0,68.8,0.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
46.0,3.4,2.5,0.6,6.4,-0.1,Mengke Bateer,0.0,0.0,0.0,0.0,39.1,33.3,74.4,0.0,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
2.0,0.0,0.0,0.0,0.2,0.0,Tom Hovasse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
45.0,4.5,2.1,0.7,13.5,1.1,Sean Lampley,0.0,0.0,0.0,0.0,46.3,0.0,69.1,0.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
6.0,1.8,0.7,0.7,-4.5,-0.2,Troy Bell,0.0,0.0,0.0,0.0,22.2,0.0,100.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
267.0,7.3,3.5,0.9,12.2,4.0,Marcus Liberty,0.0,0.0,0.0,0.0,41.7,34.0,66.4,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1058.0,7.8,6.7,0.7,13.2,46.8,Olden Polynice,0.0,0.0,0.0,0.0,50.5,19.2,53.5,0.0,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
458.0,4.1,2.1,0.9,7.8,7.7,Quinton Ross,0.0,0.0,0.0,0.0,41.9,31.8,71.1,0.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
289.0,9.6,4.6,1.2,13.4,2.7,Marcus Fizer,0.0,0.0,0.0,1.0,43.5,19.1,69.1,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
2.0,2.5,1.5,0.0,11.7,0.0,Tony Bobbitt,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
595.0,8.8,5.0,0.8,13.0,16.3,James Bailey,0.0,0.0,0.0,0.0,48.4,7.7,70.3,0.0,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
384.0,9.6,2.5,1.5,11.8,8.0,Gordan Giriček,0.0,0.0,0.0,1.0,44.2,36.8,82.3,0.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
3.0,2.0,0.3,0.3,30.9,0.1,Tony Mitchell,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
2.0,1.5,1.5,1.0,7.0,0.0,Matt Steigenga,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
534.0,11.0,4.6,1.2,13.1,9.9,Maurice Taylor,0.0,0.0,0.0,1.0,46.6,15.2,71.1,0.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
36.0,3.9,1.8,1.4,9.5,0.4,Malcolm Lee,0.0,0.0,0.0,0.0,38.2,29.4,70.3,0.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
103.0,3.2,2.2,0.7,10.0,-0.3,James Ray,0.0,0.0,0.0,0.0,42.8,33.3,62.9,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
24.0,5.2,1.1,2.9,10.0,0.3,Ricky Wilson,0.0,0.0,0.0,0.0,39.1,38.5,72.5,0.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
290.0,5.1,2.5,0.6,11.1,4.5,Russ Schoene,0.0,0.0,0.0,0.0,43.5,33.5,75.1,0.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
683.0,6.2,4.3,0.4,11.9,15.6,Tony Massenburg,0.0,0.0,0.0,0.0,47.0,9.1,70.5,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
388.0,4.8,4.8,1.0,12.5,13.8,Lavoy Allen,0.0,0.0,0.0,0.0,47.1,13.3,68.2,0.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
251.0,5.4,2.0,3.4,11.6,5.9,Tom Garrick,0.0,0.0,0.0,0.0,46.9,8.3,77.5,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
135.0,1.9,1.1,1.4,8.8,1.0,Jermaine Jackson,0.0,0.0,0.0,0.0,40.1,15.8,71.1,0.0,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
95.0,3.3,1.3,1.1,7.7,0.4,Kevin Lynch,0.0,0.0,0.0,0.0,43.6,33.3,72.6,0.0,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
22.0,1.7,0.6,2.1,9.0,-0.1,Omar Cook,0.0,0.0,0.0,0.0,33.3,0.0,50.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
409.0,7.9,5.8,0.8,16.3,16.4,Jordan Hill,0.0,0.0,0.0,0.0,49.7,13.6,69.9,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
239.0,6.2,3.8,0.3,16.8,12.0,Leon Powe,0.0,0.0,0.0,0.0,51.5,0.0,68.2,1.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
50.0,4.3,1.1,1.8,8.4,-0.1,Scott Haffner,0.0,0.0,0.0,0.0,40.3,13.0,66.7,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
755.0,9.7,3.1,2.6,15.2,31.4,Bobby Jackson,0.0,0.0,0.0,1.0,41.7,35.4,79.3,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Role Player
26.0,3.0,2.0,0.7,6.3,-0.2,Sergei Monia,0.0,0.0,0.0,0.0,33.3,26.5,71.4,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
334.0,9.3,2.5,4.3,14.5,14.2,Speedy Claxton,0.0,0.0,0.0,0.0,40.9,19.3,76.2,1.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
187.0,4.4,3.1,0.8,9.1,2.9,Audie Norris,0.0,0.0,0.0,0.0,51.1,0.0,66.2,0.0,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
672.0,11.0,2.4,1.9,12.9,26.5,Kevin Grevey,0.0,0.0,0.0,0.0,43.7,33.4,81.7,1.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
