G,PTS,TRB,AST,PER,WS,Name,AS,AllDefensive,AllNBA,AllRookie,FG,FG3,FT,NBAChamp,eFG,MVP,ROY,ASMVP,FinalsMVP,ScoringChamp,DefPOY,STLChamp,MostImproved,ASTChamp,BLKChamp,TRBChamp,SixthMan,Target
843.0,13.0,7.3,1.1,18.5,66.3,Zydrunas Ilgauskas,2.0,0.0,0.0,1.0,47.6,31.0,78.0,0.0,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1033.0,18.9,3.0,3.8,19.1,76.9,Walter Davis,6.0,0.0,2.0,1.0,51.1,27.2,85.1,0.0,51.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1042.0,11.5,2.7,4.0,14.7,71.5,Danny Ainge,1.0,0.0,0.0,0.0,46.9,37.8,84.6,2.0,51.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1254.0,15.5,2.7,5.6,18.2,111.3,Tony Parker,6.0,0.0,4.0,1.0,49.1,32.4,75.1,4.0,50.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Star
970.0,16.9,3.2,3.3,16.5,52.4,Jerry Stackhouse,2.0,0.0,0.0,1.0,40.9,30.9,82.2,0.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
818.0,13.2,2.8,4.9,15.0,40.0,Mo Williams,1.0,0.0,0.0,0.0,43.4,37.8,87.1,1.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
763.0,13.0,7.3,2.8,15.9,40.2,Tom Gugliotta,1.0,0.0,0.0,1.0,45.1,28.4,75.7,0.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
626.0,11.7,5.5,1.2,15.3,26.9,Steve Johnson,1.0,0.0,0.0,0.0,57.2,0.0,63.4,0.0,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
969.0,14.9,2.4,1.9,17.7,72.2,Ricky Pierce,1.0,0.0,0.0,0.0,49.3,32.2,87.5,0.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Role Player
673.0,12.0,6.1,2.2,14.2,37.5,Lonnie Shelton,1.0,1.0,0.0,0.0,49.2,9.7,73.8,1.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
920.0,17.1,8.0,2.6,19.9,109.6,Larry Nance,3.0,3.0,0.0,0.0,54.6,14.5,75.5,0.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
722.0,12.4,11.6,1.7,17.6,58.5,Swen Nater,2.0,0.0,0.0,1.0,53.5,10.0,74.8,0.0,53.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Quality Starter
1094.0,8.0,7.9,0.9,15.2,86.9,Dale Davis,1.0,0.0,0.0,0.0,53.0,0.0,56.2,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
552.0,20.7,3.9,5.3,19.6,51.3,Gilbert Arenas,3.0,0.0,3.0,0.0,42.1,35.1,80.3,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Quality Starter
1276.0,16.0,4.0,3.9,15.4,82.8,Joe Johnson,7.0,0.0,1.0,1.0,44.1,37.1,80.2,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1049.0,14.9,5.2,1.7,16.8,90.9,Rashard Lewis,2.0,0.0,0.0,0.0,45.2,38.6,80.5,1.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
921.0,17.1,3.1,3.4,16.5,62.8,Richard Hamilton,3.0,0.0,0.0,0.0,44.9,34.6,85.2,1.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
963.0,13.2,6.3,1.4,15.2,72.8,Bill Cartwright,1.0,0.0,0.0,1.0,52.5,0.0,77.1,3.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
611.0,19.1,5.4,4.0,15.7,43.7,Jamal Mashburn,1.0,0.0,1.0,1.0,41.8,34.5,76.6,0.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
415.0,17.9,3.2,3.3,16.1,38.0,Doug Collins,4.0,0.0,0.0,0.0,50.1,0.0,83.3,0.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1307.0,12.8,10.0,1.3,15.3,120.1,Buck Williams,3.0,4.0,1.0,1.0,54.9,16.7,66.4,0.0,54.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1183.0,16.4,7.3,1.9,18.3,91.1,Terry Cummings,2.0,0.0,2.0,1.0,48.4,29.5,70.6,0.0,48.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
882.0,10.9,8.3,3.4,14.6,88.3,Anthony Mason,1.0,1.0,1.0,0.0,50.9,16.7,70.9,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Quality Starter
724.0,13.8,3.0,6.1,19.7,65.9,Terrell Brandon,2.0,0.0,0.0,1.0,44.8,35.5,87.3,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1083.0,18.5,7.5,1.6,18.1,87.8,Antawn Jamison,2.0,0.0,0.0,1.0,45.1,34.6,72.4,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Quality Starter
821.0,16.9,5.3,2.3,18.2,63.9,Billy Knight,3.0,0.0,0.0,1.0,50.7,28.4,82.7,0.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
688.0,20.7,6.1,2.7,17.5,39.8,Glenn Robinson,2.0,0.0,0.0,1.0,45.9,34.0,82.0,1.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1021.0,14.6,9.1,2.4,16.2,69.0,Maurice Lucas,5.0,2.0,1.0,0.0,47.1,14.3,76.5,1.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Star
599.0,17.2,6.8,2.2,17.9,57.2,Calvin Natt,1.0,0.0,0.0,1.0,52.8,21.9,76.8,0.0,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
752.0,17.2,8.9,2.2,17.0,58.5,Larry Kenon,5.0,0.0,0.0,1.0,48.7,14.3,78.4,0.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
475.0,7.3,7.5,0.6,15.1,20.0,Jayson Williams,1.0,0.0,0.0,0.0,44.0,12.5,60.6,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
705.0,17.7,7.7,1.8,16.4,35.6,Joe Barry Carroll,1.0,0.0,0.0,1.0,47.4,0.0,74.7,0.0,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
586.0,16.8,4.9,1.9,16.9,48.5,Danny Granger,1.0,0.0,0.0,1.0,43.4,38.0,84.8,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Role Player
707.0,17.2,3.8,3.0,16.2,44.4,Kelly Tripucka,2.0,0.0,0.0,1.0,47.3,36.1,84.9,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1026.0,18.5,3.3,6.3,16.6,66.9,Reggie Theus,2.0,0.0,0.0,1.0,47.1,25.2,82.6,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
886.0,20.3,2.7,3.7,18.8,67.7,World B. Free,1.0,0.0,1.0,0.0,45.6,33.7,75.3,0.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
906.0,13.2,4.8,2.0,14.2,53.7,Scott Wedman,2.0,1.0,0.0,1.0,48.1,33.5,79.4,2.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
651.0,14.1,4.0,2.4,16.0,53.3,Wally Szczerbiak,1.0,0.0,0.0,1.0,48.5,40.6,86.0,0.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1257.0,14.0,8.2,2.2,16.0,106.4,Otis Thorpe,1.0,0.0,0.0,0.0,54.6,4.7,68.7,1.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
905.0,19.0,2.6,2.4,15.2,54.2,Jeff Malone,2.0,0.0,0.0,1.0,48.4,26.8,87.1,0.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
722.0,15.2,2.6,6.7,19.6,71.1,Mark Price,4.0,0.0,4.0,0.0,47.2,40.2,90.4,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
797.0,11.8,5.5,2.7,18.7,75.4,Andrei Kirilenko,1.0,3.0,0.0,1.0,47.4,31.0,75.4,0.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Quality Starter
685.0,16.1,3.0,3.8,17.0,60.3,James Silas,2.0,0.0,0.0,1.0,49.5,0.0,85.5,0.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
735.0,17.9,3.3,9.1,20.7,92.8,Kevin Johnson,3.0,0.0,5.0,0.0,49.3,30.5,84.1,0.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,All Star
682.0,15.4,2.9,2.8,15.0,32.9,Austin Carr,1.0,0.0,0.0,1.0,44.9,15.4,80.4,0.0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
946.0,9.4,1.9,5.5,15.3,47.2,Rickey Green,1.0,0.0,0.0,0.0,46.9,20.7,80.7,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Role Player
450.0,17.6,4.3,2.6,17.1,38.9,Reggie Lewis,1.0,0.0,0.0,0.0,48.8,20.0,82.4,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
966.0,7.1,2.7,4.6,13.1,57.1,Don Buse,2.0,6.0,0.0,0.0,44.0,33.0,77.9,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,All Star
768.0,15.7,2.6,8.3,15.3,47.6,Norm Nixon,2.0,0.0,0.0,1.0,48.3,29.4,77.2,2.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
955.0,11.4,4.5,2.9,13.8,78.5,Dan Majerle,3.0,2.0,0.0,0.0,43.1,35.8,74.1,0.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
788.0,10.6,5.3,1.8,16.2,57.6,Steve Mix,1.0,0.0,0.0,0.0,49.9,28.6,80.3,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1165.0,11.2,8.1,2.2,16.0,118.2,Horace Grant,1.0,4.0,0.0,0.0,50.9,6.3,69.2,4.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Star
680.0,7.2,6.5,0.6,13.5,27.7,Jamaal Magloire,1.0,0.0,0.0,0.0,48.0,0.0,63.9,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
835.0,16.1,3.8,7.2,17.8,63.1,Baron Davis,2.0,0.0,1.0,0.0,40.9,32.0,71.1,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
752.0,13.9,6.0,6.2,17.8,61.2,Fat Lever,2.0,1.0,1.0,0.0,44.7,31.0,77.1,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1051.0,14.6,8.4,1.6,19.1,89.5,Shawn Kemp,6.0,0.0,3.0,0.0,48.8,27.7,74.1,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Star
1163.0,15.2,8.7,1.9,18.8,124.9,Shawn Marion,4.0,0.0,2.0,1.0,48.4,33.1,81.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
522.0,9.9,8.8,1.6,12.7,22.3,Luke Jackson,1.0,0.0,0.0,1.0,41.5,0.0,72.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1278.0,9.6,7.4,1.1,14.4,99.5,A.C. Green,1.0,1.0,0.0,0.0,49.4,25.4,73.4,3.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
880.0,14.4,2.9,6.6,15.8,55.9,Nick Van Exel,1.0,0.0,0.0,1.0,40.5,35.7,79.4,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
942.0,14.3,3.2,3.1,16.1,83.7,Steve Smith,1.0,0.0,0.0,1.0,44.0,35.8,84.5,1.0,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
864.0,10.9,3.0,5.7,16.6,68.2,Doc Rivers,1.0,0.0,0.0,0.0,44.4,32.8,78.4,0.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
980.0,18.0,3.3,3.0,16.7,75.6,Rolando Blackman,4.0,0.0,0.0,0.0,49.3,34.3,84.0,0.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
565.0,21.2,10.9,3.2,22.4,44.1,DeMarcus Cousins,4.0,0.0,2.0,1.0,46.1,33.2,73.7,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
881.0,14.1,5.0,2.3,15.0,50.9,Caron Butler,2.0,0.0,0.0,1.0,43.4,34.8,84.7,0.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
902.0,14.8,6.1,2.3,15.4,74.0,Luol Deng,2.0,1.0,0.0,1.0,45.6,33.2,76.9,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
878.0,11.3,3.0,5.1,14.4,48.3,Jameer Nelson,1.0,0.0,0.0,1.0,43.6,36.8,81.0,0.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
332.0,17.4,10.2,3.0,18.7,34.3,Jeff Ruland,2.0,0.0,0.0,1.0,56.4,15.8,71.8,0.0,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
869.0,12.9,5.5,3.8,14.1,37.1,John Johnson,2.0,0.0,0.0,0.0,44.6,0.0,77.9,1.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1043.0,15.2,2.9,5.4,18.8,120.8,Chauncey Billups,5.0,2.0,3.0,0.0,41.5,38.7,89.4,1.0,49.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Star
839.0,18.5,6.8,3.4,16.7,80.3,Bob Dandridge,4.0,1.0,1.0,1.0,48.4,16.7,78.0,2.0,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
985.0,10.8,2.2,3.9,16.0,54.9,Devin Harris,1.0,0.0,0.0,0.0,43.2,32.5,79.6,0.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
867.0,14.8,6.1,1.4,17.9,56.6,Rik Smits,1.0,0.0,0.0,1.0,50.7,11.5,77.3,0.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
468.0,15.9,2.2,4.2,16.1,26.9,Andrew Toney,2.0,0.0,0.0,0.0,50.0,34.2,79.7,1.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
957.0,8.6,7.8,0.8,13.8,62.3,James Donaldson,1.0,0.0,0.0,0.0,57.1,0.0,73.2,0.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1077.0,14.5,3.4,4.9,17.7,108.9,Jeff Hornacek,1.0,0.0,0.0,0.0,49.6,40.3,87.7,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1343.0,19.7,5.6,3.5,19.7,150.0,Paul Pierce,10.0,0.0,4.0,1.0,44.5,36.8,80.6,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Star
1041.0,16.8,4.2,3.7,15.4,59.3,Ron Boone,4.0,0.0,0.0,1.0,46.1,30.4,83.7,0.0,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
831.0,20.7,9.8,4.2,20.9,84.7,Chris Webber,5.0,0.0,5.0,1.0,47.9,29.9,64.9,0.0,48.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,All Star
893.0,19.2,8.5,2.0,20.6,106.0,Chris Bosh,11.0,0.0,1.0,1.0,49.4,33.5,79.9,2.0,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Star
707.0,16.2,7.5,3.3,16.3,69.7,Larry Johnson,2.0,0.0,1.0,1.0,48.4,33.2,76.6,0.0,50.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1296.0,9.6,3.8,8.0,16.0,91.8,Mark Jackson,1.0,0.0,0.0,1.0,44.7,33.2,77.0,0.0,48.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Quality Starter
1522.0,20.7,7.5,2.4,22.4,206.3,Dirk Nowitzki,14.0,0.0,12.0,0.0,47.1,38.0,87.9,1.0,51.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Time Great
913.0,18.3,4.1,4.0,15.1,56.3,Latrell Sprewell,4.0,1.0,1.0,1.0,42.5,33.7,80.4,0.0,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1226.0,17.0,9.2,3.2,21.4,144.1,Pau Gasol,6.0,0.0,4.0,1.0,50.7,36.8,75.3,2.0,51.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Star
772.0,15.5,9.4,1.7,14.9,52.7,Truck Robinson,2.0,0.0,1.0,0.0,48.3,100.0,66.2,0.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Quality Starter
418.0,11.5,7.7,1.2,19.6,37.4,Andrew Bynum,1.0,0.0,1.0,0.0,55.6,11.1,69.0,2.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
556.0,14.8,5.5,7.0,16.9,35.2,Micheal Ray Richardson,4.0,2.0,0.0,0.0,45.7,22.0,69.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,All Star
829.0,13.5,8.8,2.2,19.1,76.0,David Lee,2.0,0.0,1.0,0.0,53.5,3.4,77.2,1.0,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
779.0,14.0,5.2,5.0,17.0,52.1,Alvin Robertson,4.0,6.0,1.0,0.0,47.7,29.5,74.3,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,All Star
1136.0,13.9,6.2,3.4,17.2,109.5,Detlef Schrempf,3.0,0.0,1.0,0.0,49.1,38.4,80.3,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Quality Starter
1109.0,14.4,6.7,1.8,17.0,105.1,Rasheed Wallace,4.0,0.0,0.0,1.0,46.7,33.6,72.1,1.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1002.0,10.3,9.7,3.7,14.2,50.9,Sam Lacey,1.0,0.0,0.0,0.0,44.1,18.8,73.8,0.0,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
810.0,19.7,3.4,2.1,18.4,75.6,Kiki Vandeweghe,2.0,0.0,0.0,0.0,52.5,36.8,87.2,0.0,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
650.0,16.2,2.6,4.1,15.2,38.6,Brian Winters,2.0,0.0,0.0,1.0,47.5,36.3,84.2,0.0,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
601.0,13.1,2.7,4.1,14.8,46.8,Brian Taylor,2.0,3.0,0.0,1.0,49.3,35.6,78.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
957.0,12.8,2.6,5.4,15.5,50.6,Sleepy Floyd,1.0,0.0,0.0,0.0,44.4,32.4,81.5,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1011.0,13.2,7.2,1.4,17.9,66.0,Jermaine O'Neal,6.0,0.0,3.0,0.0,46.7,14.7,71.5,0.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,All Star
768.0,17.4,8.1,2.0,16.9,70.4,Rudy Tomjanovich,5.0,0.0,0.0,0.0,50.1,26.2,78.4,0.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1015.0,12.0,7.5,1.3,17.2,69.8,Antonio McDyess,1.0,0.0,1.0,1.0,49.7,11.7,67.0,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
675.0,15.1,2.3,5.1,16.0,41.0,Eddie Johnson,2.0,2.0,0.0,0.0,47.6,32.6,79.1,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
704.0,15.2,4.5,5.0,17.4,61.9,Anfernee Hardaway,4.0,0.0,3.0,1.0,45.8,31.6,77.4,0.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
781.0,16.5,9.3,2.5,18.0,64.3,Derrick Coleman,1.0,0.0,2.0,1.0,44.7,29.5,76.9,0.0,46.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
976.0,16.7,3.7,4.6,16.5,60.1,Randy Smith,2.0,0.0,1.0,0.0,47.0,15.5,78.1,0.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
903.0,10.0,7.5,1.1,14.1,59.6,Antonio Davis,1.0,0.0,0.0,0.0,44.8,8.7,72.7,0.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
825.0,17.1,2.7,5.6,18.5,67.9,Gus Williams,2.0,0.0,2.0,1.0,46.1,23.8,75.6,1.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
832.0,11.9,5.8,2.1,16.3,59.7,Gerald Wallace,1.0,1.0,0.0,0.0,46.9,31.2,70.9,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
810.0,7.2,5.7,0.6,14.3,47.9,Theo Ratliff,1.0,2.0,0.0,0.0,49.6,0.0,71.0,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Quality Starter
735.0,11.2,7.6,1.3,14.9,24.6,Chris Kaman,1.0,0.0,0.0,0.0,48.9,4.2,74.3,0.0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1057.0,13.3,3.5,3.8,20.2,106.4,Manu Ginóbili,2.0,0.0,2.0,1.0,44.7,36.9,82.7,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,All Star
1034.0,13.6,6.4,2.2,18.6,85.9,David West,2.0,0.0,0.0,0.0,49.5,26.5,81.7,2.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
1116.0,16.6,9.1,1.8,19.3,81.1,Zach Randolph,2.0,0.0,1.0,0.0,47.1,27.3,76.4,0.0,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Quality Starter
